t, stateA_obs, stateB_obs, stateC_obs, stateD_obs, stateE_obs, stateF_obs, stateG_obs, stateH_obs, donor_obs, Pdonor_obs, Pparticle_obs, 
73.7458, 1.94938, 2.94477, 8.83183, 4.79223, 4.79198, 2.18039e-11, 4.77565, 12.4487, 0.0577817, 0.142218, 1.4409, 
74.5819, 1.94943, 2.94514, 8.8301, 4.79265, 4.79241, 2.9071e-12, 4.77897, 12.4421, 0.0577824, 0.142218, 1.44582, 
75.4181, 1.94947, 2.94549, 8.8285, 4.79304, 4.79282, -1.63065e-11, 4.78222, 12.4356, 0.0577832, 0.142217, 1.45071, 
76.2542, 1.94952, 2.94581, 8.827, 4.7934, 4.7932, -3.21609e-11, 4.7854, 12.4292, 0.057784, 0.142216, 1.45558, 
77.0903, 1.94955, 2.9461, 8.82562, 4.79374, 4.79355, -4.08416e-11, 4.78851, 12.423, 0.057785, 0.142215, 1.46043, 
77.9264, 1.94959, 2.94638, 8.82434, 4.79405, 4.79387, -3.76834e-11, 4.79156, 12.4169, 0.057786, 0.142214, 1.46525, 
78.7625, 1.94962, 2.94664, 8.82317, 4.79433, 4.79417, -3.8622e-11, 4.79455, 12.4109, 0.0577871, 0.142213, 1.47005, 
79.5987, 1.94965, 2.94688, 8.82209, 4.79459, 4.79444, -3.73763e-11, 4.79747, 12.4051, 0.0577883, 0.142212, 1.47483, 
80.4348, 1.94968, 2.9471, 8.82112, 4.79482, 4.79469, -3.2573e-11, 4.80034, 12.3993, 0.0577896, 0.14221, 1.47958, 
81.2709, 1.94971, 2.94731, 8.82023, 4.79503, 4.79491, -2.50641e-11, 4.80314, 12.3937, 0.0577909, 0.142209, 1.48431, 
82.107, 1.94973, 2.9475, 8.81945, 4.79522, 4.79511, -1.62763e-11, 4.80589, 12.3882, 0.0577923, 0.142208, 1.48902, 
82.9431, 1.94975, 2.94768, 8.81875, 4.79538, 4.79529, -4.22842e-12, 4.80858, 12.3828, 0.0577939, 0.142206, 1.4937, 
83.7793, 1.94977, 2.94785, 8.81814, 4.79553, 4.79545, 8.39214e-12, 4.81121, 12.3776, 0.0577954, 0.142205, 1.49836, 
84.6154, 1.94979, 2.948, 8.81761, 4.79565, 4.79558, 1.91678e-11, 4.8138, 12.3724, 0.0577971, 0.142203, 1.503, 
85.4515, 1.94981, 2.94815, 8.81717, 4.79575, 4.79569, 2.54726e-11, 4.81632, 12.3674, 0.0577989, 0.142201, 1.50761, 
86.2876, 1.94982, 2.94828, 8.8168, 4.79583, 4.79579, 2.40785e-11, 4.8188, 12.3624, 0.0578007, 0.142199, 1.51221, 
87.1237, 1.94984, 2.94841, 8.81652, 4.7959, 4.79586, 2.54389e-11, 4.82123, 12.3575, 0.0578026, 0.142197, 1.51678, 
87.9599, 1.94985, 2.94852, 8.81631, 4.79594, 4.79592, 2.55335e-11, 4.82361, 12.3528, 0.0578045, 0.142195, 1.52132, 
88.796, 1.94986, 2.94863, 8.81617, 4.79597, 4.79595, 2.3126e-11, 4.82594, 12.3481, 0.0578066, 0.142193, 1.52585, 
89.6321, 1.94987, 2.94873, 8.81611, 4.79598, 4.79597, 1.8594e-11, 4.82822, 12.3436, 0.0578087, 0.142191, 1.53035, 
90.4682, 1.94988, 2.94882, 8.81611, 4.79597, 4.79597, 1.2664e-11, 4.83046, 12.3391, 0.0578109, 0.142189, 1.53483, 
91.3043, 1.94989, 2.94891, 8.81618, 4.79595, 4.79596, 4.73519e-12, 4.83265, 12.3347, 0.0578131, 0.142187, 1.53929, 
92.1405, 1.9499, 2.94898, 8.81631, 4.7959, 4.79593, -3.71965e-12, 4.8348, 12.3304, 0.0578154, 0.142185, 1.54373, 
92.9766, 1.94991, 2.94906, 8.81651, 4.79585, 4.79588, -1.11387e-11, 4.83691, 12.3262, 0.0578178, 0.142182, 1.54814, 
93.8127, 1.94992, 2.94913, 8.81677, 4.79578, 4.79582, -1.57284e-11, 4.83897, 12.3221, 0.0578202, 0.14218, 1.55254, 
94.6488, 1.94992, 2.94919, 8.81709, 4.79569, 4.79574, -1.52615e-11, 4.841, 12.318, 0.0578227, 0.142177, 1.55691, 
95.4849, 1.94993, 2.94925, 8.81747, 4.79559, 4.79565, -1.667e-11, 4.84298, 12.314, 0.0578253, 0.142175, 1.56126, 
96.3211, 1.94993, 2.9493, 8.8179, 4.79548, 4.79554, -1.73795e-11, 4.84493, 12.3101, 0.0578279, 0.142172, 1.56559, 
97.1572, 1.94994, 2.94935, 8.81838, 4.79535, 4.79542, -1.63444e-11, 4.84684, 12.3063, 0.0578306, 0.142169, 1.56989, 
97.9933, 1.94994, 2.9494, 8.81892, 4.79521, 4.79529, -1.36867e-11, 4.84871, 12.3026, 0.0578333, 0.142167, 1.57418, 
98.8294, 1.94995, 2.94944, 8.81951, 4.79506, 4.79514, -9.73133e-12, 4.85055, 12.2989, 0.0578361, 0.142164, 1.57844, 
99.6656, 1.94995, 2.94948, 8.82015, 4.79489, 4.79499, -4.56294e-12, 4.85235, 12.2953, 0.057839, 0.142161, 1.58269, 
100.502, 1.94996, 2.94952, 8.82084, 4.79472, 4.79482, 1.03886e-12, 4.85411, 12.2918, 0.0578418, 0.142158, 1.58691, 
101.338, 1.94996, 2.94956, 8.82157, 4.79453, 4.79463, 6.09984e-12, 4.85585, 12.2883, 0.0578448, 0.142155, 1.59111, 
102.174, 1.94996, 2.94959, 8.82234, 4.79433, 4.79444, 9.41752e-12, 4.85755, 12.2849, 0.0578478, 0.142152, 1.59529, 
103.01, 1.94997, 2.94962, 8.82316, 4.79412, 4.79424, 9.48442e-12, 4.85922, 12.2816, 0.0578508, 0.142149, 1.59945, 
103.846, 1.94997, 2.94965, 8.82403, 4.7939, 4.79402, 1.07977e-11, 4.86085, 12.2783, 0.0578539, 0.142146, 1.60359, 
104.682, 1.94997, 2.94967, 8.82493, 4.79367, 4.7938, 1.17466e-11, 4.86246, 12.2751, 0.057857, 0.142143, 1.6077, 
105.518, 1.94997, 2.9497, 8.82587, 4.79343, 4.79357, 1.14941e-11, 4.86404, 12.2719, 0.0578602, 0.14214, 1.6118, 
106.355, 1.94998, 2.94972, 8.82685, 4.79318, 4.79332, 1.00271e-11, 4.86558, 12.2688, 0.0578634, 0.142137, 1.61588, 
107.191, 1.94998, 2.94974, 8.82786, 4.79293, 4.79307, 7.44389e-12, 4.8671, 12.2658, 0.0578667, 0.142133, 1.61993, 
108.027, 1.94998, 2.94976, 8.82891, 4.79266, 4.79281, 3.3347e-12, 4.8686, 12.2628, 0.0578699, 0.14213, 1.62397, 
108.863, 1.94998, 2.94978, 8.82999, 4.79239, 4.79254, -1.88165e-12, 4.87006, 12.2599, 0.0578733, 0.142127, 1.62799, 
109.699, 1.94998, 2.94979, 8.83111, 4.7921, 4.79226, -7.72292e-12, 4.8715, 12.257, 0.0578766, 0.142123, 1.63198, 
110.535, 1.94998, 2.94981, 8.83226, 4.79181, 4.79198, -1.3619e-11, 4.87291, 12.2542, 0.05788, 0.14212, 1.63596, 
111.371, 1.94999, 2.94982, 8.83344, 4.79151, 4.79168, -1.88117e-11, 4.8743, 12.2514, 0.0578834, 0.142117, 1.63991, 
112.207, 1.94999, 2.94984, 8.83465, 4.79121, 4.79138, -2.2337e-11, 4.87566, 12.2487, 0.0578869, 0.142113, 1.64385, 
113.043, 1.94999, 2.94985, 8.83589, 4.7909, 4.79107, -2.30063e-11, 4.877, 12.246, 0.0578903, 0.14211, 1.64777, 
113.88, 1.94999, 2.94986, 8.83715, 4.79058, 4.79076, -1.96364e-11, 4.87831, 12.2434, 0.0578938, 0.142106, 1.65166, 
114.716, 1.94999, 2.94987, 8.83844, 4.79025, 4.79044, -2.39038e-11, 4.8796, 12.2408, 0.0578974, 0.142103, 1.65554, 
115.552, 1.94999, 2.94988, 8.83976, 4.78992, 4.79011, -2.77988e-11, 4.88087, 12.2383, 0.0579009, 0.142099, 1.6594, 
116.388, 1.94999, 2.94989, 8.8411, 4.78958, 4.78977, -3.09926e-11, 4.88212, 12.2358, 0.0579045, 0.142095, 1.66324, 
117.224, 1.94999, 2.9499, 8.84246, 4.78924, 4.78943, -3.30799e-11, 4.88334, 12.2333, 0.0579081, 0.142092, 1.66705, 
118.06, 1.94999, 2.9499, 8.84385, 4.78889, 4.78909, -3.35714e-11, 4.88454, 12.2309, 0.0579118, 0.142088, 1.67085, 
118.896, 1.94999, 2.94991, 8.84526, 4.78854, 4.78873, -3.18852e-11, 4.88573, 12.2285, 0.0579154, 0.142085, 1.67463, 
119.732, 1.94999, 2.94992, 8.84669, 4.78818, 4.78838, -2.7339e-11, 4.88689, 12.2262, 0.0579191, 0.142081, 1.6784, 
120.569, 1.94999, 2.94992, 8.84814, 4.78781, 4.78802, -2.06499e-11, 4.88804, 12.2239, 0.0579228, 0.142077, 1.68214, 
121.405, 1.94999, 2.94993, 8.84961, 4.78744, 4.78765, -1.80493e-11, 4.88916, 12.2217, 0.0579265, 0.142074, 1.68586, 
122.241, 1.95, 2.94993, 8.8511, 4.78707, 4.78728, -1.50496e-11, 4.89027, 12.2195, 0.0579302, 0.14207, 1.68957, 
123.077, 1.95, 2.94994, 8.85261, 4.78669, 4.7869, -1.17852e-11, 4.89135, 12.2173, 0.0579339, 0.142066, 1.69325, 
123.913, 1.95, 2.94994, 8.85413, 4.78631, 4.78652, -8.41993e-12, 4.89242, 12.2152, 0.0579377, 0.142062, 1.69692, 
124.749, 1.95, 2.94995, 8.85567, 4.78592, 4.78614, -5.14749e-12, 4.89348, 12.213, 0.0579415, 0.142059, 1.70057, 
125.585, 1.95, 2.94995, 8.85723, 4.78553, 4.78575, -2.19309e-12, 4.89451, 12.211, 0.0579452, 0.142055, 1.7042, 
126.421, 1.95, 2.94995, 8.8588, 4.78513, 4.78535, 1.85522e-13, 4.89553, 12.2089, 0.057949, 0.142051, 1.70781, 
127.258, 1.95, 2.94996, 8.86039, 4.78474, 4.78496, 2.33048e-12, 4.89653, 12.2069, 0.0579529, 0.142047, 1.7114, 
128.094, 1.95, 2.94996, 8.86199, 4.78433, 4.78456, 4.98606e-12, 4.89752, 12.205, 0.0579567, 0.142043, 1.71498, 
128.93, 1.95, 2.94996, 8.8636, 4.78393, 4.78416, 7.23363e-12, 4.89849, 12.203, 0.0579605, 0.142039, 1.71853, 
129.766, 1.95, 2.94997, 8.86522, 4.78352, 4.78375, 8.95565e-12, 4.89944, 12.2011, 0.0579644, 0.142036, 1.72207, 
130.602, 1.95, 2.94997, 8.86686, 4.78311, 4.78334, 1.00329e-11, 4.90038, 12.1992, 0.0579682, 0.142032, 1.72559, 
131.438, 1.95, 2.94997, 8.86851, 4.7827, 4.78293, 1.03455e-11, 4.90131, 12.1974, 0.0579721, 0.142028, 1.7291, 
132.274, 1.95, 2.94997, 8.87017, 4.78228, 4.78252, 9.77352e-12, 4.90222, 12.1956, 0.0579759, 0.142024, 1.73258, 
133.11, 1.95, 2.94997, 8.87183, 4.78187, 4.7821, 8.19812e-12, 4.90312, 12.1938, 0.0579798, 0.14202, 1.73605, 
133.946, 1.95, 2.94998, 8.87351, 4.78145, 4.78168, 6.38264e-12, 4.904, 12.192, 0.0579837, 0.142016, 1.7395, 
134.783, 1.95, 2.94998, 8.8752, 4.78102, 4.78126, 4.73162e-12, 4.90487, 12.1903, 0.0579876, 0.142012, 1.74293, 
135.619, 1.95, 2.94998, 8.8769, 4.7806, 4.78084, 2.81565e-12, 4.90573, 12.1885, 0.0579914, 0.142009, 1.74635, 
136.455, 1.95, 2.94998, 8.8786, 4.78017, 4.78041, 7.89198e-13, 4.90657, 12.1869, 0.0579953, 0.142005, 1.74974, 
137.291, 1.95, 2.94998, 8.88031, 4.77974, 4.77998, -1.1544e-12, 4.9074, 12.1852, 0.0579992, 0.142001, 1.75312, 
138.127, 1.95, 2.94998, 8.88203, 4.77931, 4.77955, -2.78022e-12, 4.90822, 12.1836, 0.0580031, 0.141997, 1.75649, 
138.963, 1.95, 2.94998, 8.88376, 4.77888, 4.77912, -3.80903e-12, 4.90903, 12.1819, 0.058007, 0.141993, 1.75983, 
139.799, 1.95, 2.94999, 8.88549, 4.77845, 4.77869, -3.91458e-12, 4.90983, 12.1803, 0.0580109, 0.141989, 1.76316, 
140.635, 1.95, 2.94999, 8.88723, 4.77801, 4.77825, -4.81469e-12, 4.91061, 12.1788, 0.0580148, 0.141985, 1.76647, 
141.472, 1.95, 2.94999, 8.88897, 4.77757, 4.77782, -6.12237e-12, 4.91139, 12.1772, 0.0580187, 0.141981, 1.76977, 
142.308, 1.95, 2.94999, 8.89072, 4.77714, 4.77738, -7.15722e-12, 4.91215, 12.1757, 0.0580226, 0.141977, 1.77304, 
143.144, 1.95, 2.94999, 8.89248, 4.7767, 4.77694, -7.83732e-12, 4.9129, 12.1742, 0.0580265, 0.141973, 1.7763, 
143.98, 1.95, 2.94999, 8.89424, 4.77626, 4.7765, -8.07859e-12, 4.91364, 12.1727, 0.0580305, 0.14197, 1.77955, 
144.816, 1.95, 2.94999, 8.896, 4.77582, 4.77606, -7.79522e-12, 4.91437, 12.1713, 0.0580344, 0.141966, 1.78278, 
145.652, 1.95, 2.94999, 8.89776, 4.77537, 4.77562, -6.90014e-12, 4.91509, 12.1698, 0.0580383, 0.141962, 1.78599, 
146.488, 1.95, 2.94999, 8.89953, 4.77493, 4.77518, -5.30547e-12, 4.9158, 12.1684, 0.0580421, 0.141958, 1.78918, 
147.324, 1.95, 2.94999, 8.90131, 4.77449, 4.77474, -4.40156e-12, 4.9165, 12.167, 0.058046, 0.141954, 1.79236, 
148.161, 1.95, 2.94999, 8.90308, 4.77404, 4.77429, -3.45577e-12, 4.9172, 12.1656, 0.0580499, 0.14195, 1.79552, 
148.997, 1.95, 2.94999, 8.90486, 4.7736, 4.77385, -2.3756e-12, 4.91788, 12.1642, 0.0580538, 0.141946, 1.79867, 
149.833, 1.95, 2.94999, 8.90664, 4.77315, 4.7734, -1.20001e-12, 4.91855, 12.1629, 0.0580577, 0.141942, 1.8018, 
150.669, 1.95, 2.94999, 8.90842, 4.77271, 4.77296, 2.62672e-14, 4.91922, 12.1616, 0.0580616, 0.141938, 1.80491, 
151.505, 1.95, 2.94999, 8.9102, 4.77226, 4.77251, 1.25279e-12, 4.91987, 12.1603, 0.0580655, 0.141935, 1.80801, 
152.341, 1.95, 2.95, 8.91198, 4.77182, 4.77207, 2.42352e-12, 4.92052, 12.159, 0.0580693, 0.141931, 1.81109, 
153.177, 1.95, 2.95, 8.91377, 4.77137, 4.77162, 3.47696e-12, 4.92116, 12.1577, 0.0580732, 0.141927, 1.81416, 
154.013, 1.95, 2.95, 8.91555, 4.77093, 4.77117, 4.34618e-12, 4.92179, 12.1564, 0.0580771, 0.141923, 1.81721, 
154.849, 1.95, 2.95, 8.91734, 4.77048, 4.77073, 4.95901e-12, 4.92241, 12.1552, 0.0580809, 0.141919, 1.82024, 
155.686, 1.95, 2.95, 8.91912, 4.77003, 4.77028, 5.23807e-12, 4.92302, 12.154, 0.0580848, 0.141915, 1.82326, 
156.522, 1.95, 2.95, 8.92091, 4.76959, 4.76983, 5.10092e-12, 4.92363, 12.1527, 0.0580886, 0.141911, 1.82626, 
157.358, 1.95, 2.95, 8.92269, 4.76914, 4.76939, 4.46014e-12, 4.92423, 12.1515, 0.0580924, 0.141908, 1.82925, 
158.194, 1.95, 2.95, 8.92448, 4.76869, 4.76894, 4.82059e-12, 4.92482, 12.1504, 0.0580963, 0.141904, 1.83222, 
159.03, 1.95, 2.95, 8.92626, 4.76825, 4.7685, 5.20368e-12, 4.92541, 12.1492, 0.0581001, 0.1419, 1.83518, 
159.866, 1.95, 2.95, 8.92805, 4.7678, 4.76805, 5.47011e-12, 4.92599, 12.148, 0.0581039, 0.141896, 1.83812, 
160.702, 1.95, 2.95, 8.92983, 4.76736, 4.7676, 5.61419e-12, 4.92656, 12.1469, 0.0581077, 0.141892, 1.84105, 
161.538, 1.95, 2.95, 8.93161, 4.76691, 4.76716, 5.63309e-12, 4.92712, 12.1458, 0.0581115, 0.141889, 1.84396, 
162.375, 1.95, 2.95, 8.93339, 4.76647, 4.76672, 5.52708e-12, 4.92768, 12.1446, 0.0581153, 0.141885, 1.84686, 
163.211, 1.95, 2.95, 8.93516, 4.76602, 4.76627, 5.29988e-12, 4.92823, 12.1435, 0.0581191, 0.141881, 1.84974, 
164.047, 1.95, 2.95, 8.93694, 4.76558, 4.76583, 4.95886e-12, 4.92877, 12.1425, 0.0581228, 0.141877, 1.85261, 
164.883, 1.95, 2.95, 8.93871, 4.76514, 4.76538, 4.51534e-12, 4.92931, 12.1414, 0.0581266, 0.141873, 1.85546, 
165.719, 1.95, 2.95, 8.94048, 4.7647, 4.76494, 3.9849e-12, 4.92984, 12.1403, 0.0581303, 0.14187, 1.85829, 
166.555, 1.95, 2.95, 8.94225, 4.76425, 4.7645, 3.38759e-12, 4.93037, 12.1393, 0.0581341, 0.141866, 1.86112, 
167.391, 1.95, 2.95, 8.94401, 4.76381, 4.76406, 2.74824e-12, 4.93089, 12.1382, 0.0581378, 0.141862, 1.86393, 
168.227, 1.95, 2.95, 8.94578, 4.76337, 4.76362, 2.09676e-12, 4.9314, 12.1372, 0.0581415, 0.141858, 1.86672, 
169.064, 1.95, 2.95, 8.94753, 4.76293, 4.76318, 1.10669e-12, 4.93191, 12.1362, 0.0581453, 0.141855, 1.8695, 
169.9, 1.95, 2.95, 8.94929, 4.76249, 4.76274, 2.65131e-14, 4.93241, 12.1352, 0.058149, 0.141851, 1.87226, 
170.736, 1.95, 2.95, 8.95104, 4.76206, 4.7623, -1.08996e-12, 4.93291, 12.1342, 0.0581526, 0.141847, 1.87501, 
171.572, 1.95, 2.95, 8.95279, 4.76162, 4.76186, -2.21159e-12, 4.9334, 12.1332, 0.0581563, 0.141844, 1.87775, 
172.408, 1.95, 2.95, 8.95454, 4.76118, 4.76143, -3.30255e-12, 4.93389, 12.1322, 0.05816, 0.14184, 1.88047, 
173.244, 1.95, 2.95, 8.95628, 4.76075, 4.76099, -4.32208e-12, 4.93437, 12.1313, 0.0581637, 0.141836, 1.88318, 
174.08, 1.95, 2.95, 8.95802, 4.76031, 4.76055, -5.22429e-12, 4.93484, 12.1303, 0.0581673, 0.141833, 1.88587, 
174.916, 1.95, 2.95, 8.95976, 4.75988, 4.76012, -5.95794e-12, 4.93531, 12.1294, 0.0581709, 0.141829, 1.88855, 
175.753, 1.95, 2.95, 8.96149, 4.75945, 4.75969, -6.4662e-12, 4.93578, 12.1284, 0.0581746, 0.141825, 1.89122, 
176.589, 1.95, 2.95, 8.96321, 4.75902, 4.75926, -6.68649e-12, 4.93624, 12.1275, 0.0581782, 0.141822, 1.89387, 
177.425, 1.95, 2.95, 8.96494, 4.75859, 4.75883, -6.55018e-12, 4.9367, 12.1266, 0.0581818, 0.141818, 1.89651, 
178.261, 1.95, 2.95, 8.96665, 4.75816, 4.7584, -5.98244e-12, 4.93715, 12.1257, 0.0581854, 0.141815, 1.89914, 
179.097, 1.95, 2.95, 8.96837, 4.75773, 4.75797, -4.902e-12, 4.9376, 12.1248, 0.058189, 0.141811, 1.90175, 
179.933, 1.95, 2.95, 8.97007, 4.7573, 4.75754, -5.02235e-12, 4.93804, 12.1239, 0.0581925, 0.141807, 1.90434, 
180.769, 1.95, 2.95, 8.97178, 4.75688, 4.75711, -5.19385e-12, 4.93848, 12.123, 0.0581961, 0.141804, 1.90693, 
181.605, 1.95, 2.95, 8.97348, 4.75645, 4.75669, -5.29067e-12, 4.93891, 12.1222, 0.0581996, 0.1418, 1.9095, 
182.441, 1.95, 2.95, 8.97517, 4.75603, 4.75627, -5.31031e-12, 4.93934, 12.1213, 0.0582032, 0.141797, 1.91206, 
183.278, 1.95, 2.95, 8.97686, 4.75561, 4.75584, -5.25129e-12, 4.93977, 12.1205, 0.0582067, 0.141793, 1.9146, 
184.114, 1.95, 2.95, 8.97855, 4.75519, 4.75542, -5.1132e-12, 4.94019, 12.1196, 0.0582102, 0.14179, 1.91713, 
184.95, 1.95, 2.95, 8.98023, 4.75477, 4.755, -4.89682e-12, 4.9406, 12.1188, 0.0582137, 0.141786, 1.91965, 
185.786, 1.95, 2.95, 8.9819, 4.75435, 4.75458, -4.60414e-12, 4.94102, 12.118, 0.0582172, 0.141783, 1.92216, 
186.622, 1.95, 2.95, 8.98357, 4.75393, 4.75416, -4.2385e-12, 4.94143, 12.1171, 0.0582206, 0.141779, 1.92465, 
187.458, 1.95, 2.95, 8.98524, 4.75352, 4.75375, -3.80463e-12, 4.94183, 12.1163, 0.0582241, 0.141776, 1.92713, 
188.294, 1.95, 2.95, 8.9869, 4.7531, 4.75333, -3.30875e-12, 4.94223, 12.1155, 0.0582275, 0.141772, 1.92959, 
189.13, 1.95, 2.95, 8.98855, 4.75269, 4.75292, -2.75862e-12, 4.94263, 12.1147, 0.058231, 0.141769, 1.93205, 
189.967, 1.95, 2.95, 8.9902, 4.75228, 4.75251, -2.16363e-12, 4.94303, 12.1139, 0.0582344, 0.141766, 1.93449, 
190.803, 1.95, 2.95, 8.99184, 4.75187, 4.7521, -1.53197e-12, 4.94342, 12.1132, 0.0582378, 0.141762, 1.93691, 
191.639, 1.95, 2.95, 8.99348, 4.75146, 4.75169, -8.78284e-13, 4.94381, 12.1124, 0.0582412, 0.141759, 1.93933, 
192.475, 1.95, 2.95, 8.99511, 4.75105, 4.75128, -2.17373e-13, 4.94419, 12.1116, 0.0582446, 0.141755, 1.94173, 
193.311, 1.95, 2.95, 8.99674, 4.75065, 4.75087, 4.34213e-13, 4.94457, 12.1109, 0.0582479, 0.141752, 1.94412, 
194.147, 1.95, 2.95, 8.99836, 4.75024, 4.75047, 1.05791e-12, 4.94495, 12.1101, 0.0582513, 0.141749, 1.9465, 
194.983, 1.95, 2.95, 8.99997, 4.74984, 4.75006, 1.63307e-12, 4.94532, 12.1094, 0.0582546, 0.141745, 1.94887, 
195.819, 1.95, 2.95, 9.00158, 4.74944, 4.74966, 2.13686e-12, 4.94569, 12.1086, 0.0582579, 0.141742, 1.95122, 
196.656, 1.95, 2.95, 9.00318, 4.74904, 4.74926, 2.54423e-12, 4.94606, 12.1079, 0.0582612, 0.141739, 1.95356, 
197.492, 1.95, 2.95, 9.00478, 4.74864, 4.74886, 2.82778e-12, 4.94642, 12.1072, 0.0582645, 0.141735, 1.95589, 
198.328, 1.95, 2.95, 9.00637, 4.74824, 4.74846, 2.95772e-12, 4.94678, 12.1064, 0.0582678, 0.141732, 1.9582, 
199.164, 1.95, 2.95, 9.00796, 4.74785, 4.74807, 2.9018e-12, 4.94714, 12.1057, 0.0582711, 0.141729, 1.96051, 
200, 1.95, 2.95, 9.00954, 4.74745, 4.74767, 2.62517e-12, 4.94749, 12.105, 0.0582744, 0.141726, 1.9628, 
